Brand,,28car.com Key Value,Picture File Name,Chinese,Class,Model,Model ID,Price for 2019 (HKD),,English,28car.com Key Value,Chinese
Kia,12,24,24_12,起亞,Sportage,Sportage EX Premium,24_12,"268,000",,,,
Kia,13,24,24_13,起亞,Sorento,Sorento V,24_13,"268,800",,,,
Kia,14,24,24_14,起亞,Sorento,Sorento 2WD,24_14,"319,900",,,,
Kia,15,24,24_15,起亞,Sorento,Sorento AWD,24_15,"329,900",,,,
Kia,16,24,24_16,起亞,Sorento,Sorento 2WD Premium,24_16,"329,900",,,,
Kia,17,24,24_17,起亞,Sorento,Sorento AWD Premium,24_17,"339,900",,,,
Kia,18,24,24_18,起亞,Sorento,Sorento GT,24_18,"349,900",,,,
Kia,19,24,24_19,起亞,Sorento,Sorento Diesel X,24_19,"299,980",,,,
Kia,20,24,24_20,起亞,Sorento,Sorento Diesel V,24_20,"329,880",,,,
Kia,21,24,24_21,起亞,Sorento,Sorento Diesel Platinum,24_21,"388,880",,,,
Kia,22,24,24_22,起亞,Carens,Carens EX,24_22,"199,900",,,,
Kia,23,24,24_23,起亞,Carens,Carens EX Premium,24_23,"239,000",,,,
Kia,24,24,24_24,起亞,Carens,Carens,24_24,,,,,
Kia,25,24,24_25,起亞,K2500,K2500,24_25,"199,000",,,,
Kia,26,24,24_26,起亞,Carnival,Carnival,24_26,,,,,
Kia,27,24,24_27,起亞,Rio,Rio,24_27,,,,,
Lamborghini,1,26,26_1,林寶堅尼,Huracan,LP5802,26_1,,,,,
Lamborghini,2,26,26_2,林寶堅尼,Huracan,LP6102,26_2,,,,,
Lamborghini,3,26,26_3,林寶堅尼,Huracan,LP6104 Spyder,26_3,,,,,
Lamborghini,4,26,26_4,林寶堅尼,Huracan,LP6104,26_4,,,,,
Lamborghini,5,26,26_5,林寶堅尼,Huracan,LP6202 Super Trofeo,26_5,,,,,
Lamborghini,6,26,26_6,林寶堅尼,Huracan,Huracan Performante,26_6,"4,880,000",,,,
Lamborghini,7,26,26_7,林寶堅尼,Huracan,Huracan Coupe,26_7,"4,180,000",,,,
Lamborghini,8,26,26_8,林寶堅尼,Huracan,Huracan Spyder,26_8,"4,480,000",,,,
Lamborghini,9,26,26_9,林寶堅尼,Huracan,Huracan RWD Coupe,26_9,"3,598,900",,,,
Lamborghini,10,26,26_10,林寶堅尼,Huracan,Huracan RWD Spyder,26_10,"3,980,000",,,,
Lamborghini,11,26,26_11,林寶堅尼,Huracan,Huracan Avio,26_11,"4,480,000",,,,
Lamborghini,12,26,26_12,林寶堅尼,Aventador,LP7504 Superveloce Roadster,26_12,,,,,
Lamborghini,13,26,26_13,林寶堅尼,Aventador,LP7504 Superveloce,26_13,,,,,
Lamborghini,14,26,26_14,林寶堅尼,Aventador,LP7004,26_14,,,,,
Lamborghini,15,26,26_15,林寶堅尼,Aventador,LP7004 Roadster,26_15,,,,,
Lamborghini,16,26,26_16,林寶堅尼,Aventador,Aventador S Coupe,26_16,"6,680,000",,,,
Lamborghini,17,26,26_17,林寶堅尼,Aventador,Aventador Coupe,26_17,,,,,
Lamborghini,18,26,26_18,林寶堅尼,Aventador,Aventador SV Coupe,26_18,"8,580,000",,,,
Lamborghini,19,26,26_19,林寶堅尼,Aventador,Aventador SV Roadster,26_19,"7,280,000",,,,
Lamborghini,20,26,26_20,林寶堅尼,Aventador,Aventador Pirelli,26_20,,,,,
Lamborghini,21,26,26_21,林寶堅尼,Aventador,Aventador Miura Homage,26_21,,,,,
Lamborghini,22,26,26_22,林寶堅尼,Gallardo,Gallardo,26_22,,,,,
Lamborghini,23,26,26_23,林寶堅尼,Gallardo,Gallardo Spyder,26_23,,,,,
Lamborghini,24,26,26_24,林寶堅尼,Gallardo,Superleggera,26_24,,,,,
Lamborghini,25,26,26_25,林寶堅尼,Gallardo,LP5502,26_25,,,,,
Lamborghini,26,26,26_26,林寶堅尼,Gallardo,LP5604,26_26,,,,,
Lamborghini,27,26,26_27,林寶堅尼,Gallardo,LP5604 Bicolore,26_27,,,,,
Lamborghini,28,26,26_28,林寶堅尼,Gallardo,LP5704,26_28,,,,,
Lamborghini,29,26,26_29,林寶堅尼,Gallardo,LP5704 Super Trofeo,26_29,,,,,
Lamborghini,30,26,26_30,林寶堅尼,Murcielago,LP640,26_30,,,,,
Lamborghini,31,26,26_31,林寶堅尼,Murcielago,LP670,26_31,,,,,
Lamborghini,32,26,26_32,林寶堅尼,Murcielago,Murcielago Roadster,26_32,,,,,
Lamborghini,33,26,26_33,林寶堅尼,One Off,Centenario,26_33,,,,,
Lamborghini,34,26,26_34,林寶堅尼,One Off,Veneno Roadster,26_34,,,,,
Lamborghini,35,26,26_35,林寶堅尼,One Off,Centenario Roadster,26_35,,,,,
Land Rover,1,27,27_1,越野路華,Discovery,Defender,27_1,,,,,
Land Rover,2,27,27_2,越野路華,Discovery,Discovery Graphite ,27_2,"698,000",,,,
Land Rover,3,27,27_3,越野路華,Discovery,Discovery Sport,27_3,"449,000",,,,
Land Rover,4,27,27_4,越野路華,Discovery,Discovery Sport 7-seater,27_4,"499,000",,,,
Land Rover,5,27,27_5,越野路華,Discovery,Discovery Sport SE,27_5,"479,000",,,,
Land Rover,6,27,27_6,越野路華,Discovery,Discovery Sport 7-seater SE,27_6,"559,000",,,,
Land Rover,7,27,27_7,越野路華,Discovery,Discovery 7-seater,27_7,"898,000",,,,
Land Rover,8,27,27_8,越野路華,Discovery,Discovery 2,27_8,,,,,
Land Rover,9,27,27_9,越野路華,Discovery,Discovery 2 7-seater,27_9,,,,,
Land Rover,10,27,27_10,越野路華,Discovery,Discovery 3,27_10,,,,,
Land Rover,11,27,27_11,越野路華,Discovery,Discovery 3 7-seater,27_11,"938,000",,,,
Land Rover,12,27,27_12,越野路華,Discovery,Discovery 4,27_12,,,,,
Land Rover,13,27,27_13,越野路華,Discovery,Discovery 4 7-seater,27_13,,,,,
Land Rover,14,27,27_14,越野路華,Discovery,Freelander,27_14,,,,,
Land Rover,15,27,27_15,越野路華,Discovery,Freelander 2,27_15,,,,,
Land Rover,16,27,27_16,越野路華,Discovery,Freelander 3.2,27_16,,,,,
Land Rover,17,27,27_17,越野路華,Range Rover,Range Rover Evoque,27_17,"589,000",,,,
Land Rover,18,27,27_18,越野路華,Range Rover,Range Rover Evoque Prestige,27_18,,,,,
Land Rover,19,27,27_19,越野路華,Range Rover,Range Rover Evoque Dynamic,27_19,"738,000",,,,
Land Rover,20,27,27_20,越野路華,Range Rover,Range Rover Evoque HSE,27_20,"748,000",,,,
Land Rover,21,27,27_21,越野路華,Range Rover,Range Rover Evoque Coupe ,27_21,"898,000",,,,
Land Rover,22,27,27_22,越野路華,Range Rover,Range Rover Evoque Convertible,27_22,"998,000",,,,
Land Rover,23,27,27_23,越野路華,Range Rover,Range Rover Sport Supercharged,27_23,"1,348,000",,,,
Land Rover,24,27,27_24,越野路華,Range Rover,Range Rover Sport Autobiography,27_24,"1,778,000",,,,
Land Rover,25,27,27_25,越野路華,Range Rover,Range Rover Sport Dynamic,27_25,"1,988,000",,,,
Land Rover,26,27,27_26,越野路華,Range Rover,Range Rover Sport Autobiography Dynamic,27_26,"2,088,000",,,,
Land Rover,27,27,27_27,越野路華,Range Rover,Range Rover Supercharged,27_27,"2,298,000",,,,
Land Rover,28,27,27_28,越野路華,Range Rover,Range Rover Autobiography,27_28,"2,748,000",,,,
Land Rover,29,27,27_29,越野路華,Range Rover,Range Rover 5.0 Supercharged,27_29,"2,508,000",,,,
Land Rover,30,27,27_30,越野路華,Range Rover,Range Rover 5.0 Autobiography,27_30,"2,780,000",,,,
Land Rover,31,27,27_31,越野路華,Range Rover,Range Rover Vogue SE LWB,27_31,"2,618,000",,,,
Land Rover,32,27,27_32,越野路華,Range Rover,Range Rover Autobiography LWB,27_32,"2,988,000",,,,
Land Rover,33,27,27_33,越野路華,Range Rover,Range Rover 4.2,27_33,,,,,
Land Rover,34,27,27_34,越野路華,Range Rover,Range Rover 4.4,27_34,,,,,
Land Rover,35,27,27_35,越野路華,Range Rover,Range Rover Overfinch,27_35,,,,,
Lexus,1,25,25_1,凌志,CT,CT200h,25_1,"309,750",,,,
Lexus,2,25,25_2,凌志,CT,CT200h F SPORT,25_2,"364,700",,,,
Lexus,3,25,25_3,凌志,CT,CT200h Ultimate,25_3, ,,,,
Lexus,4,25,25_4,凌志,IS,IS200,25_4, ,,,,
Lexus,5,25,25_5,凌志,IS,IS200t,25_5,"349,300",,,,
Lexus,6,25,25_6,凌志,IS,IS200t Ultimate,25_6,"473,500",,,,
Lexus,7,25,25_7,凌志,IS,IS200t F SPORT,25_7,"409,500",,,,
Lexus,8,25,25_8,凌志,IS,IS250,25_8,"399,980",,,,
Lexus,9,25,25_9,凌志,IS,IS250 Deluxe,25_9, ,,,,
Lexus,10,25,25_10,凌志,IS,IS250 Ultimate,25_10, ,,,,
Lexus,11,25,25_11,凌志,IS,IS250C,25_11, ,,,,
Lexus,12,25,25_12,凌志,IS,IS300,25_12,"375,900",,,,
Lexus,13,25,25_13,凌志,IS,IS300h,25_13,"439,950",,,,
Lexus,14,25,25_14,凌志,IS,IS300 F SPORT,25_14,"435,750",,,,
Lexus,15,25,25_15,凌志,IS,IS350 F SPORT,25_15,"710,100",,,,
Lexus,16,25,25_16,凌志,IS,ISF,25_16, ,,,,
Lexus,17,25,25_17,凌志,ES,ES250,25_17,"449,750",,,,
Lexus,18,25,25_18,凌志,ES,ES250 Ultimate,25_18,"515,500",,,,
Lexus,19,25,25_19,凌志,ES,ES300,25_19, ,,,,
Lexus,20,25,25_20,凌志,ES,ES300 Deluxe,25_20, ,,,,
Lexus,21,25,25_21,凌志,ES,ES300h,25_21,"529,500",,,,
Lexus,22,25,25_22,凌志,ES,ES300h Ultimate,25_22,"589,500",,,,
Lexus,23,25,25_23,凌志,GS,GS200t,25_23,"449,750",,,,
Lexus,24,25,25_24,凌志,GS,GS200t F SPORT,25_24,"529,500",,,,
Lexus,25,25,25_25,凌志,GS,GSF,25_25,"1,490,410",,,,
Lexus,26,25,25_26,凌志,GS,GS250,25_26,"429,800",,,,
Lexus,27,25,25_27,凌志,GS,GS250 Deluxe,25_27, ,,,,
Lexus,28,25,25_28,凌志,GS,GS250 Ultimate,25_28,"559,900",,,,
Lexus,29,25,25_29,凌志,GS,GS250 F SPORT,25_29, ,,,,
Lexus,30,25,25_30,凌志,GS,GS300,25_30,"459,900",,,,
Lexus,31,25,25_31,凌志,GS,GS300 Deluxe,25_31, ,,,,
Lexus,32,25,25_32,凌志,GS,GS300h,25_32, ,,,,
Lexus,33,25,25_33,凌志,GS,GS300h Ultimate,25_33, ,,,,
Lexus,34,25,25_34,凌志,GS,GS350,25_34,"748,900",,,,
Lexus,35,25,25_35,凌志,GS,GS350 Ultimate,25_35, ,,,,
Lexus,36,25,25_36,凌志,GS,GS350 F SPORT,25_36,"539,900",,,,
Lexus,37,25,25_37,凌志,GS,GS450h,25_37,"834,900",,,,
Lexus,38,25,25_38,凌志,GS,GS450h Ultimate,25_38,"913,995",,,,
Lexus,39,25,25_39,凌志,RC,RC F,25_39,"1,298,630",,,,
Lexus,40,25,25_40,凌志,LS,LS430,25_40, ,,,,
Lexus,41,25,25_41,凌志,LS,LS460,25_41,"1,543,300",,,,
Lexus,42,25,25_42,凌志,LS,LS460L,25_42,"1,622,420",,,,
Lexus,43,25,25_43,凌志,LS,LS600h F SPORT,25_43,"1,847,740",,,,
Lexus,44,25,25_44,凌志,LS,LS600HL,25_44,"1,899,340",,,,
Lexus,45,25,25_45,凌志,NX,NX200t,25_45,"444,850",,,,
Lexus,46,25,25_46,凌志,NX,NX200t Ultimate,25_46,"479,500",,,,
Lexus,47,25,25_47,凌志,NX,NX200t F SPORT,25_47,"535,500",,,,
Lexus,48,25,25_48,凌志,NX,NX300h,25_48,"549,500",,,,
Lexus,49,25,25_49,凌志,NX,NX300h Ultimate,25_49,"549,000",,,,
Lexus,50,25,25_50,凌志,RX,RX200t,25_50,"549,000",,,,
Lexus,51,25,25_51,凌志,RX,RX200t Ultimate,25_51,"585,500",,,,
Lexus,52,25,25_52,凌志,RX,RX200t F SPORT,25_52,"639,500",,,,
Lexus,53,25,25_53,凌志,RX,RX270,25_53,"499,900",,,,
Lexus,54,25,25_54,凌志,RX,RX270 Ultimate,25_54, ,,,,
Lexus,55,25,25_55,凌志,RX,RX300,25_55,"549,000",,,,
Lexus,56,25,25_56,凌志,RX,RX350,25_56,"599,900",,,,
Lexus,57,25,25_57,凌志,RX,RX350 Ultimate,25_57, ,,,,
Lexus,58,25,25_58,凌志,RX,RX350 F SPORT Plus,25_58,"769,500",,,,
Lexus,59,25,25_59,凌志,RX,RX400h,25_59, ,,,,
Lexus,60,25,25_60,凌志,RX,RX450h,25_60,"741,000",,,,
Lexus,61,25,25_61,凌志,RX,RX450h Ultimate,25_61,"815,500",,,,
Lexus,62,25,25_62,凌志,RX,RX450h Ultimate Plus,25_62,"869,500",,,,
Lexus,63,25,25_63,凌志,LX,LX570,25_63, ,,,,
Lexus,64,25,25_64,凌志,LS,LS350,25_64,"1,228,325",,,,
Lexus,65,25,25_65,凌志,LS,LS500,25_65,"1,399,680",,,,
Lexus,66,25,25_66,凌志,LS,LS500 Premium,25_66,"1,480,950",,,,
Lexus,67,25,25_67,凌志,LS,LS500h,25_67,"1,780,015",,,,
Lotus,1,28,28_1,蓮花,Evora,Evora 400,28_1,,,,,
Lotus,2,28,28_2,蓮花,Evora,Evora 400 Hethel Edition,28_2,,,,,
Lotus,3,28,28_3,蓮花,Evora,Evora S 410,28_3,,,,,
Lotus,4,28,28_4,蓮花,Exige,Exige S,28_4,,,,,
Lotus,5,28,28_5,蓮花,Exige,Exige S240,28_5,,,,,
Lotus,6,28,28_6,蓮花,Exige,Exige S260,28_6,,,,,
Lotus,7,28,28_7,蓮花,Exige,Exige 360 Cup,28_7,,,,,
Lotus,8,28,28_8,蓮花,Exige,Exige Sport 350,28_8,,,,,
Lotus,9,28,28_9,蓮花,Exige,Exige Sport 380,28_9,,,,,
Lotus,10,28,28_10,蓮花,Exige,Exige Cup 380,28_10,,,,,
Lotus,11,28,28_11,蓮花,Exige,Exige Race 380,28_11,,,,,
Lotus,12,28,28_12,蓮花,Elise,Elise R,28_12,,,,,
Lotus,13,28,28_13,蓮花,Elise,Elise Sport,28_13,,,,,
Lotus,14,28,28_14,蓮花,Elise,Elise S2,28_14,,,,,
Lotus,15,28,28_15,蓮花,Elise,Elise SC,28_15,,,,,
Lotus,16,28,28_16,蓮花,Elise,Elise Sport 220,28_16,,,,,
Lotus,17,28,28_17,蓮花,Elise,Elise Sprint,28_17,,,,,
Lotus,18,28,28_18,蓮花,Elise,Elise Sprint 220,28_18,,,,,
Lotus,19,28,28_19,蓮花,Elise,Elise Cup,28_19,,,,,
Lotus,20,28,28_20,蓮花,Elise,Elise CR,28_20,,,,,
Lotus,21,28,28_21,蓮花,Elise,111R,28_21,,,,,
Lotus,22,28,28_22,蓮花,Elise,111S,28_22,,,,,
Lotus,23,28,28_23,蓮花,EUROPA,EUROPA,28_23,,,,,
Maserati,1,30,30_1,瑪莎拉蒂,Ghibli,Ghibli,30_1,"998,000",,,,
Maserati,2,30,30_2,瑪莎拉蒂,Ghibli,Ghibli S,30_2,"1,278,000",,,,
Maserati,3,30,30_3,瑪莎拉蒂,Quattroporte,Quattroporte Elite,30_3,,,,,
Maserati,4,30,30_4,瑪莎拉蒂,Quattroporte,Quattroporte S,30_4,,,,,
Maserati,5,30,30_5,瑪莎拉蒂,Quattroporte,Quattroporte GTS,30_5,"2,198,000",,,,
Maserati,6,30,30_6,瑪莎拉蒂,Quattroporte,Quattroporte Ermenegildo Zegna,30_6,,,,,
Maserati,7,30,30_7,瑪莎拉蒂,Quattroporte,Quattroporte FL,30_7,,,,,
Maserati,8,30,30_8,瑪莎拉蒂,GranTurismo,GranTurismo,30_8,,,,,
Maserati,9,30,30_9,瑪莎拉蒂,GranTurismo,GranTurismo GTS,30_9,,,,,
Maserati,10,30,30_10,瑪莎拉蒂,GranTurismo,GranTurismo Sport Automatic,30_10,,,,,
Maserati,11,30,30_11,瑪莎拉蒂,GranTurismo,GranTurismo Sport,30_11,"2,088,000",,,,
Maserati,12,30,30_12,瑪莎拉蒂,GranTurismo,GranTurismo S Cabrio,30_12,,,,,
Maserati,13,30,30_13,瑪莎拉蒂,GranTurismo,GranTurismo MC Stradale,30_13,"2,238,000",,,,
Maserati,14,30,30_14,瑪莎拉蒂,GranTurismo,GranTurismo MC Centennial Edition,30_14,,,,,
Maserati,15,30,30_15,瑪莎拉蒂,GranCabrio,GranCabrio,30_15,,,,,
Maserati,16,30,30_16,瑪莎拉蒂,GranCabrio,GranCabrio GTS,30_16,,,,,
Maserati,17,30,30_17,瑪莎拉蒂,GranCabrio,GranCabrio Sport,30_17,"2,188,000",,,,
Maserati,18,30,30_18,瑪莎拉蒂,GranCabrio,GranCabrio MC,30_18,"2,388,000",,,,
Maserati,19,30,30_19,瑪莎拉蒂,GranCabrio,GranCabrio MC Centennial Edition,30_19,,,,,
Maserati,20,30,30_20,瑪莎拉蒂,Spyder,Spyder Cambio GT,30_20,,,,,
Maserati,21,30,30_21,瑪莎拉蒂,Spyder,Spyder Corsa GT,30_21,,,,,
Maserati,22,30,30_22,瑪莎拉蒂,Cambiocorsa,Cambiocorsa,30_22,,,,,
Maserati,23,30,30_23,瑪莎拉蒂,GranSport,GranSport,30_23,,,,,
Maserati,24,30,30_24,瑪莎拉蒂,GranSport,GranSport Giugiaro,30_24,,,,,
Maserati,25,30,30_25,瑪莎拉蒂,Spider,Spyder GT,30_25,,,,,
Mazda,1,31,31_1,萬事得,Mazda 2,Mazda 2 1.3,31_1,,,,,
Mazda,2,31,31_2,萬事得,Mazda 2,Mazda 2 1.3 R-Grade,31_2,,,,,
Mazda,3,31,31_3,萬事得,Mazda 2,Mazda 2 1.5,31_3,"179,990",,,,
Mazda,4,31,31_4,萬事得,Mazda 2,Mazda 2 1.5 R-Grade,31_4,"189,900",,,,
Mazda,5,31,31_5,萬事得,Mazda 3,Mazda 3 1.5,31_5,"199,900",,,,
Mazda,6,31,31_6,萬事得,Mazda 3,Mazda 3 1.5 i-Plus,31_6,"239,990",,,,
Mazda,7,31,31_7,萬事得,Mazda 3,Mazda 3 2.0 Hatch,31_7,"239,990",,,,
Mazda,8,31,31_8,萬事得,Mazda 3,Mazda 3 2.0 i-Plus Hatch,31_8,"259,990",,,,
Mazda,9,31,31_9,萬事得,Mazda 3,Mazda 3S Hatch,31_9,,,,,
Mazda,10,31,31_10,萬事得,Mazda 5,Mazda 5,31_10,"199,900",,,,
Mazda,11,31,31_11,萬事得,Mazda 5,Mazda 5 Grand Edition,31_11,"204,990",,,,
Mazda,12,31,31_12,萬事得,Mazda 6,Mazda 6 2.5G V-Grade,31_12,"239,900",,,,
Mazda,13,31,31_13,萬事得,Mazda 6,Mazda 6 2.5G T-Grade,31_13,"279,900",,,,
Mazda,14,31,31_14,萬事得,Mazda 6,Mazda 6 2.5G R-Grade,31_14,"279,900",,,,
Mazda,15,31,31_15,萬事得,Mazda 6,Mazda 6 2.2 Diesel V-Grade,31_15,"299,900",,,,
Mazda,16,31,31_16,萬事得,Mazda 6,Mazda 6 2.2 Diesel R-Grade,31_16,"349,900",,,,
Mazda,17,31,31_17,萬事得,Mazda 6,Mazda 6 2.3 MZR,31_17,,,,,
Mazda,18,31,31_18,萬事得,Mazda 6,Mazda 6 2.3 MZR Wagon,31_18,"332,990",,,,
Mazda,19,31,31_19,萬事得,Mazda 6,Mazda 6S,31_19,,,,,
Mazda,20,31,31_20,萬事得,Mazda 6,Mazda 6 2.5G,31_20,"246,688",,,,
Mazda,21,31,31_21,萬事得,Mazda 6,Mazda 6 2.5G i-Plus,31_21,"299,990",,,,
Mazda,22,31,31_22,萬事得,Mazda 6,Mazda 6 2.2D,31_22,"329,900",,,,
Mazda,23,31,31_23,萬事得,Mazda 6,Mazda 6 2.2D i-Plus,31_23,"365,000",,,,
Mazda,24,31,31_24,萬事得,Mazda 8,Mazda 8,31_24,"289,900",,,,
Mazda,25,31,31_25,萬事得,Mazda 8,Mazda 8 Deluxe,31_25,,,,,
Mazda,26,31,31_26,萬事得,Biante,Biante,31_26,"229,990",,,,
Mazda,27,31,31_27,萬事得,Biante,Biante Granz Plus,31_27,"234,990",,,,
Mazda,28,31,31_28,萬事得,CX-3,CX-3 2.0 Special,31_28,"239,900",,,,
Mazda,29,31,31_29,萬事得,CX-3,CX-3 2.0 i-Plus,31_29,"279,990",,,,
Mazda,30,31,31_30,萬事得,CX-5,CX-5 2.0,31_30,"269,990",,,,
Mazda,31,31,31_31,萬事得,CX-5,CX-5 2.5,31_31,"269,900",,,,
Mazda,32,31,31_32,萬事得,CX-5,CX-5 2.5 T-Grade,31_32,"279,900",,,,
Mazda,33,31,31_33,萬事得,CX-5,CX-5 2.5 R-Grade (2WD),31_33,"299,900",,,,
Mazda,34,31,31_34,萬事得,CX-5,CX-5 2.5 R-Grade (4WD),31_34,"309,990",,,,
Mazda,35,31,31_35,萬事得,CX-7,CX-7,31_35,,,,,
Mazda,36,31,31_36,萬事得,MX-5,MX-5 2.0 Convertible,31_36,"419,500",,,,
Mazda,37,31,31_37,萬事得,MX-5,MX-5 2.0 RF MT,31_37,"459,500",,,,
Mazda,38,31,31_38,萬事得,Premacy,Premacy 1.8,31_38,,,,,
Mazda,39,31,31_39,萬事得,Premacy,Premacy 2.0,31_39,,,,,
Mazda,40,31,31_40,萬事得,Mazda 323,Mazda 323,31_40,,,,,
Mazda,41,31,31_41,萬事得,RX8,RX8,31_41,,,,,
Mazda,42,31,31_42,萬事得,MPV,MPV,31_42,,,,,
Mazda,43,31,31_43,萬事得,Demio,Demio,31_43,,,,,
Mazda,44,31,31_44,萬事得,Mazda 3,Mazda 3 2.0 High Hatch,31_44,"229,990",,,,
Mazda,45,31,31_45,萬事得,CX-5,CX-5 2.0 i-Plus,31_45,"295,000",,,,
Mazda,46,31,31_46,萬事得,CX-9,CX-9,31_46,"569,990",,,,
Mazda,47,31,31_47,萬事得,MX-5,MX-5 2.0 RF AT,31_47,"519,990",,,,
Mercedes-Benz,1,33,33_1,平治,A Class,A150 Avantgarde,33_1, ,,,,
Mercedes-Benz,2,33,33_2,平治,A Class,A170,33_2, ,,,,
Mercedes-Benz,3,33,33_3,平治,A Class,A180,33_3,"279,000",,,,
Mercedes-Benz,4,33,33_4,平治,A Class,A200,33_4,"349,000",,,,
Mercedes-Benz,5,33,33_5,平治,A Class,A200 AMG,33_5, ,,,,
Mercedes-Benz,6,33,33_6,平治,A Class,A250 Sport,33_6,"419,000",,,,
Mercedes-Benz,7,33,33_7,平治,A Class,A250 AMG,33_7, ,,,,
Mercedes-Benz,8,33,33_8,平治,A Class,A45 AMG,33_8,"748,000",,,,
Mercedes-Benz,9,33,33_9,平治,B Class,B180,33_9,"279,000",,,,
Mercedes-Benz,10,33,33_10,平治,B Class,B200,33_10,"329,000",,,,
Mercedes-Benz,11,33,33_11,平治,B Class,B200 Blueefficiency,33_11, ,,,,
Mercedes-Benz,12,33,33_12,平治,B Class,B250,33_12,"399,000",,,,
Mercedes-Benz,13,33,33_13,平治,C Class,C180,33_13, ,,,,
Mercedes-Benz,14,33,33_14,平治,C Class,C200 Saloon,33_14,"449,000",,,,
Mercedes-Benz,15,33,33_15,平治,C Class,C200 Avantgarde,33_15, ,,,,
Mercedes-Benz,16,33,33_16,平治,C Class,C200 Kompressor,33_16, ,,,,
Mercedes-Benz,17,33,33_17,平治,C Class,C200 CGI Blueefficiency,33_17, ,,,,
Mercedes-Benz,18,33,33_18,平治,C Class,C200 AMG,33_18, ,,,,
Mercedes-Benz,19,33,33_19,平治,C Class,C220,33_19,"469,000",,,,
Mercedes-Benz,20,33,33_20,平治,C Class,C230,33_20, ,,,,
Mercedes-Benz,21,33,33_21,平治,C Class,C230 Avantgarde,33_21, ,,,,
Mercedes-Benz,22,33,33_22,平治,C Class,C230 AMG,33_22, ,,,,
Mercedes-Benz,23,33,33_23,平治,C Class,C250,33_23,"518,000",,,,
Mercedes-Benz,24,33,33_24,平治,C Class,C250 AMG,33_24, ,,,,
Mercedes-Benz,25,33,33_25,平治,C Class,C300 AMG,33_25,"609,000",,,,
Mercedes-Benz,26,33,33_26,平治,C Class,C43 4Matic AMG,33_26,"829,000",,,,
Mercedes-Benz,27,33,33_27,平治,C Class,C63 AMG,33_27,"1,198,000",,,,
Mercedes-Benz,28,33,33_28,平治,C Class,C63S AMG,33_28,"1,398,000",,,,
Mercedes-Benz,29,33,33_29,平治,C Class,C200 Estate,33_29,"469,000",,,,
Mercedes-Benz,30,33,33_30,平治,C Class,C200 Estate AMG,33_30, ,,,,
Mercedes-Benz,31,33,33_31,平治,C Class,C250 Estate,33_31,"558,000",,,,
Mercedes-Benz,32,33,33_32,平治,C Class,C250 Estate AMG,33_32, ,,,,
Mercedes-Benz,33,33,33_33,平治,C Class,C43 4Matic AMG Estate,33_33,"849,000",,,,
Mercedes-Benz,34,33,33_34,平治,C Class,C63 AMG Estate,33_34,"1,298,000",,,,
Mercedes-Benz,35,33,33_35,平治,C Class,C63S AMG Estate,33_35,"1,418,000",,,,
Mercedes-Benz,36,33,33_36,平治,C Class,C200 Coupe,33_36,"489,000",,,,
Mercedes-Benz,37,33,33_37,平治,C Class,C250 Coupe,33_37,"548,000",,,,
Mercedes-Benz,38,33,33_38,平治,C Class,C280 Avantgarde,33_38, ,,,,
Mercedes-Benz,39,33,33_39,平治,C Class,C300 AMG Coupe,33_39,"649,000",,,,
Mercedes-Benz,40,33,33_40,平治,C Class,C350 e (PLUG-IN HYBRID),33_40,"649,000",,,,
Mercedes-Benz,41,33,33_41,平治,C Class,C43 4Matic AMG Coupe,33_41,"889,000",,,,
Mercedes-Benz,42,33,33_42,平治,C Class,C63 AMG Coupe,33_42,"1,198,000",,,,
Mercedes-Benz,43,33,33_43,平治,C Class,C63S AMG Coupe,33_43,"1,498,000",,,,
Mercedes-Benz,44,33,33_44,平治,C Class,C200 Cabriolet,33_44,"549,000",,,,
Mercedes-Benz,45,33,33_45,平治,C Class,C300 Cabriolet,33_45,"709,000",,,,
Mercedes-Benz,46,33,33_46,平治,C Class,C43 4Matic Cabriolet,33_46,"959,000",,,,
Mercedes-Benz,47,33,33_47,平治,C Class,C63 AMG Cabriolet,33_47,"1,385,000",,,,
Mercedes-Benz,48,33,33_48,平治,C Class,C63S AMG Cabriolet,33_48,"1,585,000",,,,
Mercedes-Benz,49,33,33_49,平治,E Class,E55 AMG,33_49, ,,,,
Mercedes-Benz,50,33,33_50,平治,E Class,E63 AMG,33_50, ,,,,
Mercedes-Benz,51,33,33_51,平治,E Class,E200 Avantgarde Saloon,33_51,"564,000",,,,
Mercedes-Benz,52,33,33_52,平治,E Class,E200 Avantgarde Kompressor,33_52, ,,,,
Mercedes-Benz,53,33,33_53,平治,E Class,E200 Exclusive Saloon,33_53,"619,000",,,,
Mercedes-Benz,54,33,33_54,平治,E Class,E200 Estate,33_54,"599,000",,,,
Mercedes-Benz,55,33,33_55,平治,E Class,E250 Avantgarde,33_55,"715,000",,,,
Mercedes-Benz,56,33,33_56,平治,E Class,E250 Estate,33_56,"669,000",,,,
Mercedes-Benz,57,33,33_57,平治,E Class,E43 4Mactic Estate,33_57,"1,088,000",,,,
Mercedes-Benz,58,33,33_58,平治,E Class,E280 Avantgarde,33_58, ,,,,
Mercedes-Benz,59,33,33_59,平治,E Class,E300 Avantgarde,33_59,"715,000",,,,
Mercedes-Benz,60,33,33_60,平治,E Class,E300 Exclusive Saloon,33_60,"795,000",,,,
Mercedes-Benz,61,33,33_61,平治,E Class,E350 Avantgarde Saloon,33_61,"715,000",,,,
